subject item rt trial string type age mean_simpleRT gender
S006 w8 665.668247691356 50 sulto p 33 520 F
S006 w3 669.281859579496 51 alla w 33 520 F
S006 w5 709.87927635666 52 scimmia w 33 520 F
S006 w7 731.633221297525 53 sosca p 33 520 F
S006 w8 711.390562648885 54 sulto p 33 520 F
S006 w9 690.85599779617 55 ol p 33 520 F
S006 w10 728.043280332349 56 piro p 33 520 F
S006 w4 669.770402996801 57 senza w 33 520 F
S006 w3 729.82593159657 58 alla w 33 520 F
S006 w2 700.72572787758 59 cane w 33 520 F
S006 w3 690.102316210978 60 alla w 33 520 F
S006 w8 723.032845105045 61 sulto p 33 520 F
S006 w3 703.012113752775 62 alla w 33 520 F
S006 w8 730.299963722937 63 sulto p 33 520 F
S006 w9 706.583947776817 64 ol p 33 520 F
S006 w6 702.595829772763 65 altru p 33 520 F
S006 w4 675.017804610543 66 senza w 33 520 F
S006 w3 709.605191363953 67 alla w 33 520 F
S006 w6 698.246011673473 68 altru p 33 520 F
S006 w4 702.373098186217 69 senza w 33 520 F
S006 w6 713.83371823933 70 altru p 33 520 F
S006 w2 723.579615852796 71 cane w 33 520 F
S006 w7 689.160013734363 72 sosca p 33 520 F
S006 w1 688.837817083113 73 portò w 33 520 F
S006 w7 712.777113444172 74 sosca p 33 520 F
S006 w2 709.660636219196 75 cane w 33 520 F
S006 w9 708.637634362094 76 ol p 33 520 F
S006 w5 732.885082974099 77 scimmia w 33 520 F
S006 w9 733.233874659054 78 ol p 33 520 F
S006 w3 696.919575124048 79 alla w 33 520 F
S006 w2 727.715961388312 80 cane w 33 520 F
S006 w8 731.050848304294 81 sulto p 33 520 F
S006 w1 659.676329563372 82 portò w 33 520 F
S006 w7 719.649153421633 83 sosca p 33 520 F
S006 w4 679.491337458603 84 senza w 33 520 F
S006 w8 662.165081775747 85 sulto p 33 520 F
S006 w3 728.779098796658 86 alla w 33 520 F
S006 w10 703.560685343109 87 piro p 33 520 F
S006 w6 698.654946270399 88 altru p 33 520 F
S006 w6 720.218339967541 89 altru p 33 520 F
S006 w6 709.3020010693 90 altru p 33 520 F
S006 w10 727.415934889577 91 piro p 33 520 F
S006 w10 705.694355885498 92 piro p 33 520 F
S006 w5 672.840444608591 93 scimmia w 33 520 F
S006 w6 682.388459234498 94 altru p 33 520 F
S006 w10 715.494537628256 95 piro p 33 520 F
S006 w8 677.659484124742 96 sulto p 33 520 F
S006 w1 687.609224258922 97 portò w 33 520 F
S006 w8 730.255757528357 98 sulto p 33 520 F
S006 w10 720.878450027667 99 piro p 33 520 F
S006 w7 686.657556998543 100 sosca p 33 520 F
S007 w5 686.119450908154 1 scimmia w 21 360 F
S007 w6 677.558839116246 2 altru p 21 360 F
S007 w1 694.843390621245 3 portò w 21 360 F
S007 w10 706.663127876818 4 piro p 21 360 F
S007 w9 660.197285301983 5 ol p 21 360 F
S007 w4 689.141511060297 6 senza w 21 360 F
S007 w8 671.016581244767 7 sulto p 21 360 F
S007 w7 728.226116932929 8 sosca p 21 360 F
S007 w7 660.56100750342 9 sosca p 21 360 F
S007 w7 672.109411284328 10 sosca p 21 360 F
S007 w2 718.825694024563 11 cane w 21 360 F
S007 w1 720.119397286326 12 portò w 21 360 F
S007 w7 660.524830576032 13 sosca p 21 360 F
S007 w4 653.499075844884 14 senza w 21 360 F
S007 w1 703.943692818284 15 portò w 21 360 F
S007 w10 722.608575373888 16 piro p 21 360 F
S007 w2 698.273634705693 17 cane w 21 360 F
S007 w9 710.01669568941 18 ol p 21 360 F
S007 w4 698.399208765477 19 senza w 21 360 F
S007 w9 655.214269943535 20 ol p 21 360 F
S007 w6 688.003715984523 21 altru p 21 360 F
S007 w1 686.428017951548 22 portò w 21 360 F
S007 w4 683.765947725624 23 senza w 21 360 F
S007 w2 722.997692171484 24 cane w 21 360 F
S007 w5 703.430292345583 25 scimmia w 21 360 F
S007 w4 671.196568552405 26 senza w 21 360 F
S007 w2 674.921264816076 27 cane w 21 360 F
S007 w6 678.107027411461 28 altru p 21 360 F
S007 w5 697.26736439392 29 scimmia w 21 360 F
S007 w3 671.677818950266 30 alla w 21 360 F
S007 w7 687.347261365503 31 sosca p 21 360 F
S007 w8 699.666353780776 32 sulto p 21 360 F
S007 w4 693.170586116612 33 senza w 21 360 F
S007 w5 663.416247628629 34 scimmia w 21 360 F
S007 w6 677.420280706137 35 altru p 21 360 F
S007 w3 718.852572925389 36 alla w 21 360 F
S007 w8 680.4290365614 37 sulto p 21 360 F
S007 w4 716.639769282192 38 senza w 21 360 F
S007 w8 685.636573527008 39 sulto p 21 360 F
S007 w3 686.094804629683 40 alla w 21 360 F
S007 w1 673.086376935244 41 portò w 21 360 F
S007 w7 718.016961067915 42 sosca p 21 360 F
S007 w10 690.500119179487 43 piro p 21 360 F
S007 w9 668.486005961895 44 ol p 21 360 F
S007 w2 653.212883248925 45 cane w 21 360 F
S007 w1 658.669683635235 46 portò w 21 360 F
S007 w10 707.21859626472 47 piro p 21 360 F
S007 w5 658.924753535539 48 scimmia w 21 360 F
S007 w8 687.687980718911 49 sulto p 21 360 F
S007 w5 696.32775561884 50 scimmia w 21 360 F
S007 w9 701.059499680996 51 ol p 21 360 F
S007 w8 658.727340213954 52 sulto p 21 360 F
S007 w6 705.40529794991 53 altru p 21 360 F
S007 w9 661.497626695782 54 ol p 21 360 F
S007 w2 718.559993822128 55 cane w 21 360 F
S007 w6 701.245021168143 56 altru p 21 360 F
S007 w9 716.672314424068 57 ol p 21 360 F
S007 w3 700.409903433174 58 alla w 21 360 F
S007 w8 722.09305267781 59 sulto p 21 360 F
S007 w1 688.524880502373 60 portò w 21 360 F
S007 w6 692.733337506652 61 altru p 21 360 F
S007 w10 725.804295372218 62 piro p 21 360 F
S007 w9 670.607104860246 63 ol p 21 360 F
S007 w7 689.87017095089 64 sosca p 21 360 F
S007 w6 649.015515353531 65 altru p 21 360 F
S007 w5 658.198127243668 66 scimmia w 21 360 F
S007 w10 649.632141087204 67 piro p 21 360 F
S007 w1 681.528061553836 68 portò w 21 360 F
S007 w2 723.556967731565 69 cane w 21 360 F
S007 w5 660.818466022611 70 scimmia w 21 360 F
S007 w5 651.490524634719 71 scimmia w 21 360 F
S008 w8 727.381683900021 1 sulto p 20 440 M
S008 w4 663.309128168039 2 senza w 20 440 M
S008 w7 667.036740477197 3 sosca p 20 440 M
S008 w1 687.407237603329 4 portò w 20 440 M
S008 w6 665.41773296427 5 altru p 20 440 M
S008 w9 707.021790272556 6 ol p 20 440 M
S008 w4 731.575540988706 7 senza w 20 440 M
S008 w4 660.569452135824 8 senza w 20 440 M
S008 w7 706.698580062948 9 sosca p 20 440 M
S008 w5 686.859204652719 10 scimmia w 20 440 M
S008 w9 691.954909837805 11 ol p 20 440 M
S008 w2 669.839826184325 12 cane w 20 440 M
S008 w3 685.848147231154 13 alla w 20 440 M
S008 w4 678.16776511725 14 senza w 20 440 M
S008 w7 668.308348390274 15 sosca p 20 440 M
S008 w5 671.150163612328 16 scimmia w 20 440 M
S008 w10 731.07954937499 17 piro p 20 440 M
S008 w1 723.325173365884 18 portò w 20 440 M
S008 w2 690.177005114965 19 cane w 20 440 M
S008 w5 708.749407730065 20 scimmia w 20 440 M
S008 w4 682.761062732898 21 senza w 20 440 M
S008 w8 724.384512673132 22 sulto p 20 440 M
S008 w9 731.096017896198 23 ol p 20 440 M
S008 w5 675.74828423094 24 scimmia w 20 440 M
S008 w2 673.136459807865 25 cane w 20 440 M
S008 w10 688.381550009362 26 piro p 20 440 M
S008 w8 694.356522816233 27 sulto p 20 440 M
S008 w9 726.997130042873 28 ol p 20 440 M
S008 w9 689.021103787236 29 ol p 20 440 M
S008 w2 710.003538946621 30 cane w 20 440 M
S008 w2 660.468625645153 31 cane w 20 440 M
S008 w6 676.073361015879 32 altru p 20 440 M
S008 w8 724.365453454666 33 sulto p 20 440 M
S008 w4 705.511783934198 34 senza w 20 440 M
S008 w3 727.977031948976 35 alla w 20 440 M
S008 w2 705.365282348357 36 cane w 20 440 M
S008 w6 687.503432626836 37 altru p 20 440 M
S008 w1 697.731523416005 38 portò w 20 440 M
S008 w10 670.021124384366 39 piro p 20 440 M
S008 w2 691.058119698428 40 cane w 20 440 M
S008 w10 724.641973837279 41 piro p 20 440 M
S008 w10 703.037851578556 42 piro p 20 440 M
S008 w10 689.946631430648 43 piro p 20 440 M
S008 w3 719.804730019532 44 alla w 20 440 M
S008 w5 701.928577567451 45 scimmia w 20 440 M
S008 w2 664.131359546445 46 cane w 20 440 M
S008 w1 728.915571137331 47 portò w 20 440 M
S008 w4 719.430488771759 48 senza w 20 440 M
S008 w7 708.500268342905 49 sosca p 20 440 M
S008 w9 679.56179486122 50 ol p 20 440 M
S008 w10 727.180690481327 51 piro p 20 440 M
S008 w6 677.664869572036 52 altru p 20 440 M
S008 w1 725.66207384225 53 portò w 20 440 M
S008 w5 661.566984928213 54 scimmia w 20 440 M
S008 w8 697.396240807138 55 sulto p 20 440 M
S008 w7 676.098333238624 56 sosca p 20 440 M
S008 w3 655.695023289882 57 alla w 20 440 M
S008 w7 721.796303573065 58 sosca p 20 440 M
S008 w1 699.82612229418 59 portò w 20 440 M
S008 w4 655.178333832882 60 senza w 20 440 M
S008 w3 677.591968956403 61 alla w 20 440 M
S008 w7 660.948042566888 62 sosca p 20 440 M
S008 w9 694.722487996332 63 ol p 20 440 M
S008 w8 682.245884309523 64 sulto p 20 440 M
S008 w3 719.986260063015 65 alla w 20 440 M
S008 w2 714.412672719918 66 cane w 20 440 M
S008 w6 712.531462530605 67 altru p 20 440 M
S008 w1 705.831043808721 68 portò w 20 440 M
S008 w8 682.004170692526 69 sulto p 20 440 M
S008 w8 668.628123323433 70 sulto p 20 440 M
S008 w3 687.364957085811 71 alla w 20 440 M
S008 w6 685.924826855771 72 altru p 20 440 M
S008 w7 664.090480911545 73 sosca p 20 440 M
S008 w6 669.486606433056 74 altru p 20 440 M
S008 w6 730.87333755102 75 altru p 20 440 M
S008 w9 700.125748976134 76 ol p 20 440 M
S008 w8 660.373315229081 77 sulto p 20 440 M
S008 w1 675.402446794324 78 portò w 20 440 M
S008 w7 715.688537782989 79 sosca p 20 440 M
S008 w5 665.816714535467 80 scimmia w 20 440 M
S008 w6 725.121309547685 81 altru p 20 440 M
S008 w6 695.119673195295 82 altru p 20 440 M
S008 w4 693.99657107424 83 senza w 20 440 M
S008 w9 672.258965442888 84 ol p 20 440 M
S008 w3 688.734144154005 85 alla w 20 440 M
S008 w10 724.13964217063 86 piro p 20 440 M
S008 w7 673.604930224828 87 sosca p 20 440 M
S008 w10 655.739167830907 88 piro p 20 440 M
S008 w1 673.051613136195 89 portò w 20 440 M
S008 w5 688.234398080967 90 scimmia w 20 440 M
S008 w5 707.26874911692 91 scimmia w 20 440 M
S008 w3 724.459425839595 92 alla w 20 440 M
S008 w2 694.733161418699 93 cane w 20 440 M
S008 w9 659.860555599444 94 ol p 20 440 M
S008 w8 708.977170600556 95 sulto p 20 440 M
S008 w3 661.118365000002 96 alla w 20 440 M
S008 w4 657.037939964794 97 senza w 20 440 M
S008 w1 706.051347083412 98 portò w 20 440 M
S008 w10 721.060186768882 99 piro p 20 440 M
S008 w5 669.877115967683 100 scimmia w 20 440 M
S009 w6 649.952256348915 1 altru p 29 228 M
S009 w3 686.771810264327 2 alla w 29 228 M
S009 w7 690.341958054341 3 sosca p 29 228 M
S009 w10 691.965619255789 4 piro p 29 228 M
S009 w2 686.088112783618 5 cane w 29 228 M
S009 w6 694.057848067023 6 altru p 29 228 M
S009 w4 702.730339714326 7 senza w 29 228 M
S009 w1 700.542135839351 8 portò w 29 228 M
S009 w10 663.113736123778 9 piro p 29 228 M
S009 w7 702.455747635104 10 sosca p 29 228 M
S009 w4 673.236084752716 11 senza w 29 228 M
S009 w6 695.886941035278 12 altru p 29 228 M
S009 w9 669.647747934796 13 ol p 29 228 M
S009 w10 654.227893562056 14 piro p 29 228 M
S009 w4 704.742231634445 15 senza w 29 228 M
S009 w5 702.373109110631 16 scimmia w 29 228 M
S009 w4 670.350601715036 17 senza w 29 228 M
S009 w9 720.643023052253 18 ol p 29 228 M
S009 w8 674.310395889916 19 sulto p 29 228 M
S009 w9 682.336893086322 20 ol p 29 228 M
S009 w6 688.545387019403 21 altru p 29 228 M
S009 w2 687.677550208755 22 cane w 29 228 M
S009 w6 657.042396240868 23 altru p 29 228 M
S009 w7 674.578755893745 24 sosca p 29 228 M
S009 w9 706.755691845901 25 ol p 29 228 M
S009 w1 711.866729692556 26 portò w 29 228 M
S009 w9 660.109269362874 27 ol p 29 228 M
S009 w9 676.491345898248 28 ol p 29 228 M
S009 w3 718.572560069151 29 alla w 29 228 M
S009 w8 721.120310504921 30 sulto p 29 228 M
S009 w8 676.971266758628 31 sulto p 29 228 M
S009 w3 716.925514400937 32 alla w 29 228 M
S009 w3 698.962784321047 33 alla w 29 228 M
S009 w6 710.548297096975 34 altru p 29 228 M
S009 w8 695.450738766231 35 sulto p 29 228 M
S009 w10 654.896609843709 36 piro p 29 228 M
S009 w1 663.928526309319 37 portò w 29 228 M
S009 w4 670.962102399208 38 senza w 29 228 M
S009 w8 694.365831934847 39 sulto p 29 228 M
S009 w8 717.393245124258 40 sulto p 29 228 M
S009 w1 649.4451301964 41 portò w 29 228 M
S009 w2 674.819046971388 42 cane w 29 228 M
S009 w5 672.428107303567 43 scimmia w 29 228 M
S009 w10 698.008878328837 44 piro p 29 228 M
S009 w3 664.465297521092 45 alla w 29 228 M
S009 w1 675.081947599538 46 portò w 29 228 M
S009 w5 699.720738832839 47 scimmia w 29 228 M
S009 w5 654.624318783171 48 scimmia w 29 228 M
S009 w5 662.361947880127 49 scimmia w 29 228 M
S009 w8 725.138492868282 50 sulto p 29 228 M
S009 w6 654.823556845076 51 altru p 29 228 M
S009 w4 669.290211503394 52 senza w 29 228 M
S009 w2 671.539769270457 53 cane w 29 228 M
S009 w4 722.186486315913 54 senza w 29 228 M
S009 w8 682.894484498538 55 sulto p 29 228 M
S009 w3 678.989791111089 56 alla w 29 228 M
S009 w7 696.798002705909 57 sosca p 29 228 M
S009 w8 689.708380275406 58 sulto p 29 228 M
S009 w1 666.358696413226 59 portò w 29 228 M
S009 w2 693.927918528207 60 cane w 29 228 M
S009 w7 650.020493404008 61 sosca p 29 228 M
S009 w7 680.82640951965 62 sosca p 29 228 M
S009 w1 690.776507765986 63 portò w 29 228 M
S009 w1 716.443943125196 64 portò w 29 228 M
S009 w5 686.826897640713 65 scimmia w 29 228 M
S009 w3 689.838520274498 66 alla w 29 228 M
S009 w10 655.709421937354 67 piro p 29 228 M
S009 w2 725.33700874541 68 cane w 29 228 M
S009 w6 681.498957113363 69 altru p 29 228 M
S009 w1 673.723527030088 70 portò w 29 228 M
S009 w6 659.498001323082 71 altru p 29 228 M
S009 w9 685.361214936711 72 ol p 29 228 M
S009 w3 705.190548733808 73 alla w 29 228 M
S009 w3 725.748783373274 74 alla w 29 228 M
S009 w5 661.490896237083 75 scimmia w 29 228 M
S009 w10 671.603680388071 76 piro p 29 228 M
S009 w8 708.144210302271 77 sulto p 29 228 M
S009 w6 723.218288538046 78 altru p 29 228 M
S009 w2 687.055213158019 79 cane w 29 228 M
S009 w7 699.378589340486 80 sosca p 29 228 M
S009 w4 709.552087583579 81 senza w 29 228 M
S009 w5 678.864970640279 82 scimmia w 29 228 M
S009 w9 697.786916890182 83 ol p 29 228 M
S009 w7 655.708890394308 84 sosca p 29 228 M
S009 w4 716.074152444489 85 senza w 29 228 M
S009 w1 707.856021397747 86 portò w 29 228 M
S009 w2 720.117378947325 87 cane w 29 228 M
S009 w2 725.016196505167 88 cane w 29 228 M
S009 w10 721.143115037121 89 piro p 29 228 M
S009 w7 659.027610239573 90 sosca p 29 228 M
S009 w10 718.804058921523 91 piro p 29 228 M
S010 w6 692.132926951163 1 altru p 31 345 F
S010 w10 692.778157400899 2 piro p 31 345 F
S010 w9 704.235974955373 3 ol p 31 345 F
S010 w8 685.567238829099 4 sulto p 31 345 F
S010 w8 706.891369423829 5 sulto p 31 345 F
S010 w5 686.98919841554 6 scimmia w 31 345 F
S010 w9 710.783644705079 7 ol p 31 345 F
S010 w1 669.772187876515 8 portò w 31 345 F
S010 w8 657.705495930277 9 sulto p 31 345 F
S010 w9 679.193092505448 10 ol p 31 345 F
S010 w3 718.436736888252 11 alla w 31 345 F
S010 w4 659.199142563157 12 senza w 31 345 F
S010 w4 666.674544918351 13 senza w 31 345 F
S010 w7 684.359558760189 14 sosca p 31 345 F
S010 w7 680.104517540894 15 sosca p 31 345 F
S010 w8 718.868944547139 16 sulto p 31 345 F
S010 w8 705.626268642955 17 sulto p 31 345 F
S010 w9 654.828603840433 18 ol p 31 345 F
S010 w3 659.155796184205 19 alla w 31 345 F
S010 w3 679.702978818677 20 alla w 31 345 F
S010 w9 697.011021557264 21 ol p 31 345 F
S010 w1 705.349016129039 22 portò w 31 345 F
S010 w4 720.476875673048 23 senza w 31 345 F
S010 w2 677.280903006904 24 cane w 31 345 F
S010 w1 646.324292416684 25 portò w 31 345 F
S010 w10 724.229787136428 26 piro p 31 345 F
S010 w5 679.208139306866 27 scimmia w 31 345 F
S010 w7 648.371692667715 28 sosca p 31 345 F
S010 w10 693.651450811885 29 piro p 31 345 F
S010 w5 719.006865895353 30 scimmia w 31 345 F
S010 w10 696.728005385958 31 piro p 31 345 F
S010 w6 688.769793859683 32 altru p 31 345 F
S010 w7 678.547048843466 33 sosca p 31 345 F
S010 w5 705.200815587305 34 scimmia w 31 345 F
S010 w2 678.896970856003 35 cane w 31 345 F
S010 w10 709.591010021977 36 piro p 31 345 F
S010 w1 674.812104473822 37 portò w 31 345 F
S010 w7 675.401096208952 38 sosca p 31 345 F
S010 w1 700.131593267433 39 portò w 31 345 F
S010 w4 710.470327860676 40 senza w 31 345 F
S010 w8 686.386036439799 41 sulto p 31 345 F
S010 w9 664.207330490462 42 ol p 31 345 F
S010 w10 709.498404650949 43 piro p 31 345 F
S010 w8 660.044394670986 44 sulto p 31 345 F
S010 w6 663.721112995408 45 altru p 31 345 F
S010 w3 673.359232391231 46 alla w 31 345 F
S010 w7 666.08610549476 47 sosca p 31 345 F
S010 w1 689.332911795937 48 portò w 31 345 F
S010 w4 657.325084167533 49 senza w 31 345 F
S010 w7 706.855771350674 50 sosca p 31 345 F
S010 w5 706.605295515619 51 scimmia w 31 345 F
S010 w4 708.722551423125 52 senza w 31 345 F
S010 w2 711.456684335135 53 cane w 31 345 F
S010 w2 663.37405001279 54 cane w 31 345 F
S010 w6 681.63952847477 55 altru p 31 345 F
S010 w2 672.84242620226 56 cane w 31 345 F
S010 w2 716.037555499934 57 cane w 31 345 F
S010 w4 664.631699784659 58 senza w 31 345 F
S010 w3 703.513496606611 59 alla w 31 345 F
S010 w9 653.77010404598 60 ol p 31 345 F
S010 w3 687.417519441806 61 alla w 31 345 F
S010 w10 704.476700085215 62 piro p 31 345 F
S010 w9 671.038487306796 63 ol p 31 345 F
S010 w10 676.896170335822 64 piro p 31 345 F
S010 w6 693.869638810866 65 altru p 31 345 F
S010 w4 703.856376125477 66 senza w 31 345 F
S010 w4 674.954296476208 67 senza w 31 345 F
S010 w10 710.972934267484 68 piro p 31 345 F
S010 w7 693.247462599538 69 sosca p 31 345 F
S010 w1 674.093307941221 70 portò w 31 345 F
S010 w6 659.4844177505 71 altru p 31 345 F
S010 w9 664.026746801101 72 ol p 31 345 F
S010 w8 689.078341550194 73 sulto p 31 345 F
S010 w6 667.623657803051 74 altru p 31 345 F
S010 w10 647.589312489145 75 piro p 31 345 F
S010 w5 660.421173810028 76 scimmia w 31 345 F
S010 w1 676.325702047907 77 portò w 31 345 F
S010 w3 680.972460261546 78 alla w 31 345 F
S010 w1 707.538317157887 79 portò w 31 345 F
S010 w7 649.821369792335 80 sosca p 31 345 F
S010 w9 689.023722219281 81 ol p 31 345 F
S010 w2 700.766916158609 82 cane w 31 345 F
S010 w6 676.071582525037 83 altru p 31 345 F
S010 w3 725.030287611298 84 alla w 31 345 F
S010 w3 695.093921790831 85 alla w 31 345 F
S010 w8 725.126740629785 86 sulto p 31 345 F
S010 w2 693.236838742159 87 cane w 31 345 F
S010 w6 653.225485957228 88 altru p 31 345 F
S010 w6 702.867631702684 89 altru p 31 345 F
S010 w5 646.539951763116 90 scimmia w 31 345 F
S010 w5 720.20034014713 91 scimmia w 31 345 F
S010 w4 682.962576611899 92 senza w 31 345 F
S010 w2 719.83042886015 93 cane w 31 345 F
S010 w5 717.112808111124 94 scimmia w 31 345 F
S010 w7 710.791911105625 95 sosca p 31 345 F
S010 w5 691.109520583414 96 scimmia w 31 345 F
S010 w8 704.792147385888 97 sulto p 31 345 F
S010 w2 704.141371990554 98 cane w 31 345 F
S010 w1 648.073944929056 99 portò w 31 345 F
S010 w3 652.11334831547 100 alla w 31 345 F
S011 w5 701.150618307292 1 scimmia w 28 280 M
S011 w1 666.254106499255 2 portò w 28 280 M
S011 w7 672.160923536867 3 sosca p 28 280 M
S011 w3 688.881949651986 4 alla w 28 280 M
S011 w2 684.632391426712 5 cane w 28 280 M
S011 w8 686.763072442263 6 sulto p 28 280 M
S011 w2 675.31568819657 7 cane w 28 280 M
S011 w7 700.062124952674 8 sosca p 28 280 M
S011 w4 699.988408330828 9 senza w 28 280 M
S011 w1 676.829100139439 10 portò w 28 280 M
S011 w10 692.397372424603 11 piro p 28 280 M
S011 w5 686.230993103236 12 scimmia w 28 280 M
S011 w4 683.047437835485 13 senza w 28 280 M
S011 w2 648.118530455977 14 cane w 28 280 M
S011 w7 709.167912807316 15 sosca p 28 280 M
S011 w10 707.657190915197 16 piro p 28 280 M
S011 w9 654.364731330425 17 ol p 28 280 M
S011 w9 689.517363384366 18 ol p 28 280 M
S011 w5 698.625613320619 19 scimmia w 28 280 M
S011 w2 722.40743489936 20 cane w 28 280 M
S011 w4 658.768875859678 21 senza w 28 280 M
S011 w2 654.071578998119 22 cane w 28 280 M
S011 w3 678.348882440478 23 alla w 28 280 M
S011 w9 703.214784041047 24 ol p 28 280 M
S011 w5 714.015630166978 25 scimmia w 28 280 M
S011 w9 709.340418092906 26 ol p 28 280 M
S011 w9 704.137788321823 27 ol p 28 280 M
S011 w3 651.658576410264 28 alla w 28 280 M
S011 w2 653.71523315087 29 cane w 28 280 M
S011 w9 700.668128933758 30 ol p 28 280 M
S011 w4 670.488410927355 31 senza w 28 280 M
S011 w4 656.41752852127 32 senza w 28 280 M
S011 w7 710.952265560627 33 sosca p 28 280 M
S011 w8 681.274220179766 34 sulto p 28 280 M
S011 w7 678.098195455968 35 sosca p 28 280 M
S011 w10 681.985673382878 36 piro p 28 280 M
S011 w6 679.442506935447 37 altru p 28 280 M
S011 w4 661.162780113518 38 senza w 28 280 M
S011 w2 700.132668521255 39 cane w 28 280 M
S011 w4 648.904914688319 40 senza w 28 280 M
S011 w4 717.449977826327 41 senza w 28 280 M
S011 w7 687.455582171679 42 sosca p 28 280 M
S011 w3 682.338080834597 43 alla w 28 280 M
S011 w1 703.15914535895 44 portò w 28 280 M
S011 w2 704.060941766948 45 cane w 28 280 M
S011 w2 698.467830326408 46 cane w 28 280 M
S011 w10 675.484065711498 47 piro p 28 280 M
S011 w5 664.675615392625 48 scimmia w 28 280 M
S011 w3 654.643323998898 49 alla w 28 280 M
S011 w5 646.665391568094 50 scimmia w 28 280 M
S011 w1 648.009304478765 51 portò w 28 280 M
S011 w9 695.011535771191 52 ol p 28 280 M
S011 w9 717.934358138591 53 ol p 28 280 M
S011 w1 673.068578913808 54 portò w 28 280 M
S011 w6 723.918271064758 55 altru p 28 280 M
S011 w8 669.552749637514 56 sulto p 28 280 M
S011 w6 658.685111235827 57 altru p 28 280 M
S011 w8 665.569835789502 58 sulto p 28 280 M
S011 w5 704.953184965998 59 scimmia w 28 280 M
S011 w1 659.190084710717 60 portò w 28 280 M
S011 w4 661.16194088012 61 senza w 28 280 M
S011 w10 697.161768171936 62 piro p 28 280 M
S011 w1 699.261113256216 63 portò w 28 280 M
S011 w3 669.220384806395 64 alla w 28 280 M
S011 w6 691.852398682386 65 altru p 28 280 M
S011 w6 715.7188404724 66 altru p 28 280 M
S011 w1 663.308651484549 67 portò w 28 280 M
S011 w5 700.882719028741 68 scimmia w 28 280 M
S011 w9 701.939467322081 69 ol p 28 280 M
S011 w3 722.000368013978 70 alla w 28 280 M
S011 w3 722.666501197964 71 alla w 28 280 M
S011 w10 656.27178542316 72 piro p 28 280 M
S011 w6 680.598777774721 73 altru p 28 280 M
S011 w5 679.173000473529 74 scimmia w 28 280 M
S011 w8 648.173001985997 75 sulto p 28 280 M
S011 w8 677.187309488654 76 sulto p 28 280 M
S011 w4 694.210006222129 77 senza w 28 280 M
S011 w3 708.762122765183 78 alla w 28 280 M
S011 w10 695.938230808824 79 piro p 28 280 M
S011 w1 718.550916705281 80 portò w 28 280 M
S011 w10 697.094682566822 81 piro p 28 280 M
S011 w7 718.321922756732 82 sosca p 28 280 M
S011 w3 696.187332179397 83 alla w 28 280 M
S011 w7 648.26864855364 84 sosca p 28 280 M
S011 w1 721.395734902471 85 portò w 28 280 M
S011 w5 654.433311447501 86 scimmia w 28 280 M
S011 w6 676.149113848805 87 altru p 28 280 M
S011 w2 679.356706682593 88 cane w 28 280 M
S011 w7 686.40162743628 89 sosca p 28 280 M
S011 w6 661.250365674496 90 altru p 28 280 M
S011 w8 717.92949443683 91 sulto p 28 280 M
S011 w9 689.053966365755 92 ol p 28 280 M
S011 w8 677.430124245584 93 sulto p 28 280 M
S011 w10 714.312142599374 94 piro p 28 280 M
S011 w8 652.588295321912 95 sulto p 28 280 M
S011 w10 650.862795002759 96 piro p 28 280 M
S011 w6 725.36083849147 97 altru p 28 280 M
S011 w8 708.278529495001 98 sulto p 28 280 M
S011 w6 691.769251637161 99 altru p 28 280 M
S011 w7 694.204338062555 100 sosca p 28 280 M
S012 w3 692.843264369294 1 alla w NA NA NA
S012 w4 652.023940132931 2 senza w NA NA NA
S012 w1 717.69238111563 3 portò w NA NA NA
S012 w3 669.731971500441 4 alla w NA NA NA
S012 w2 649.664287352934 5 cane w NA NA NA
S012 w6 707.809938220307 6 altru p NA NA NA
S012 w6 697.742589181289 7 altru p NA NA NA
S012 w7 694.638938987628 8 sosca p NA NA NA
S012 w10 648.705512182787 9 piro p NA NA NA
S012 w7 647.345777982846 10 sosca p NA NA NA
S012 w8 675.777715323493 11 sulto p NA NA NA
S012 w9 673.193553956226 12 ol p NA NA NA
S012 w2 720.635516373441 13 cane w NA NA NA
S012 w1 687.686423035339 14 portò w NA NA NA
S012 w2 670.206284960732 15 cane w NA NA NA
S012 w1 719.180473899469 16 portò w NA NA NA
S012 w3 700.629087043926 17 alla w NA NA NA
S012 w7 720.447166627273 18 sosca p NA NA NA
S012 w9 664.111773455516 19 ol p NA NA NA
S012 w6 651.439262023196 20 altru p NA NA NA
S012 w10 674.788829972968 21 piro p NA NA NA
S012 w9 644.580112779513 22 ol p NA NA NA
S012 w4 709.458416188136 23 senza w NA NA NA
S012 w8 699.100126540288 24 sulto p NA NA NA
S012 w4 676.739203063771 25 senza w NA NA NA
S012 w7 692.010487047955 26 sosca p NA NA NA
S012 w10 658.589129177853 27 piro p NA NA NA
S012 w7 708.525785533711 28 sosca p NA NA NA
S012 w2 680.025433069095 29 cane w NA NA NA
S012 w3 671.415216354653 30 alla w NA NA NA
S012 w6 662.031284207478 31 altru p NA NA NA
S012 w1 656.107602892444 32 portò w NA NA NA
S012 w1 644.999559009448 33 portò w NA NA NA
S012 w4 698.373988540843 34 senza w NA NA NA
S012 w6 721.684482777491 35 altru p NA NA NA
S012 w10 657.819473361596 36 piro p NA NA NA
S012 w1 710.875745108351 37 portò w NA NA NA
